impulse;1;timestamp;2022-05-06 11:24:07.729551
impulse;1;timestamp;2022-05-06 11:24:09.892070
impulse;2;timestamp;2022-05-06 11:24:11.421705
impulse;3;timestamp;2022-05-06 11:24:11.821259
impulse;4;timestamp;2022-05-06 11:24:14.152859
impulse;5;timestamp;2022-05-06 11:24:15.856019
impulse;6;timestamp;2022-05-06 11:24:19.518638
impulse;7;timestamp;2022-05-06 11:24:19.810034
impulse;8;timestamp;2022-05-06 11:24:20.077668
impulse;9;timestamp;2022-05-06 11:24:20.321802
